age,job,marital,education,housing,loan,contact,poutcome,termdeposit
56,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
52,self-employed,single,professional.course,no,yes,cellular,nonexistent,no
30,unemployed,divorced,high.school,no,no,cellular,nonexistent,no
41,housemaid,married,high.school,yes,no,cellular,nonexistent,no
33,blue-collar,single,high.school,yes,no,cellular,failure,yes
35,blue-collar,married,basic.6y,no,yes,telephone,nonexistent,no
56,technician,married,professional.course,yes,no,cellular,nonexistent,no
36,admin.,divorced,university.degree,yes,no,cellular,failure,yes
45,blue-collar,married,unknown,no,no,cellular,nonexistent,no
50,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
29,admin.,married,high.school,yes,no,telephone,nonexistent,no
34,admin.,married,university.degree,yes,no,telephone,nonexistent,no
31,services,single,high.school,yes,no,telephone,nonexistent,no
40,technician,married,professional.course,yes,no,cellular,nonexistent,no
44,management,married,university.degree,yes,no,cellular,failure,no
32,admin.,married,university.degree,yes,no,cellular,nonexistent,no
33,admin.,single,university.degree,yes,no,cellular,nonexistent,no
38,blue-collar,single,basic.6y,yes,no,cellular,nonexistent,no
64,retired,married,university.degree,no,no,cellular,success,yes
48,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
32,blue-collar,divorced,basic.4y,no,no,telephone,nonexistent,no
40,management,married,university.degree,unknown,unknown,telephone,nonexistent,no
32,blue-collar,single,high.school,no,no,cellular,success,yes
43,admin.,married,university.degree,yes,no,cellular,nonexistent,no
29,admin.,single,university.degree,no,no,cellular,nonexistent,no
39,services,married,professional.course,yes,no,telephone,nonexistent,no
48,services,married,unknown,no,no,cellular,nonexistent,no
31,technician,single,professional.course,yes,yes,cellular,nonexistent,no
52,technician,married,professional.course,yes,no,cellular,nonexistent,no
23,management,single,university.degree,no,yes,cellular,nonexistent,no
55,admin.,married,university.degree,yes,no,telephone,nonexistent,no
56,services,married,high.school,no,yes,telephone,nonexistent,no
63,retired,married,high.school,yes,no,cellular,nonexistent,yes
45,student,single,unknown,yes,no,cellular,failure,no
31,admin.,married,university.degree,yes,no,cellular,nonexistent,no
30,admin.,divorced,high.school,yes,no,telephone,failure,no
41,admin.,single,high.school,yes,no,cellular,nonexistent,no
41,management,married,university.degree,yes,no,cellular,nonexistent,no
41,blue-collar,married,basic.4y,yes,no,cellular,failure,no
25,blue-collar,single,basic.6y,yes,no,cellular,nonexistent,no
33,unemployed,single,university.degree,yes,no,telephone,nonexistent,no
37,admin.,divorced,university.degree,yes,no,cellular,nonexistent,yes
41,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
35,management,married,university.degree,yes,yes,cellular,nonexistent,yes
28,admin.,single,university.degree,yes,no,telephone,nonexistent,no
41,technician,single,university.degree,yes,no,cellular,failure,no
38,admin.,married,university.degree,yes,no,telephone,nonexistent,no
58,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
57,blue-collar,divorced,professional.course,no,no,telephone,nonexistent,no
33,management,married,university.degree,yes,no,cellular,nonexistent,no
48,technician,married,professional.course,no,no,telephone,nonexistent,no
48,services,married,basic.4y,yes,no,cellular,nonexistent,no
50,self-employed,married,basic.9y,yes,no,cellular,nonexistent,no
36,technician,single,high.school,yes,no,cellular,failure,no
33,self-employed,single,university.degree,no,no,telephone,nonexistent,no
35,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
56,retired,married,university.degree,no,no,cellular,nonexistent,no
39,services,divorced,high.school,yes,no,cellular,nonexistent,no
45,blue-collar,married,unknown,yes,no,cellular,failure,no
51,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
33,entrepreneur,married,university.degree,yes,yes,telephone,nonexistent,no
37,admin.,divorced,high.school,no,no,telephone,nonexistent,no
36,admin.,single,university.degree,yes,no,cellular,nonexistent,no
35,technician,single,professional.course,yes,no,cellular,nonexistent,no
54,technician,married,university.degree,unknown,unknown,cellular,nonexistent,no
36,blue-collar,single,basic.6y,no,no,cellular,failure,no
48,unknown,married,basic.4y,no,no,telephone,nonexistent,no
55,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
54,technician,married,university.degree,no,yes,telephone,nonexistent,no
38,admin.,married,university.degree,no,no,telephone,nonexistent,yes
58,technician,married,basic.4y,no,no,telephone,nonexistent,no
46,technician,married,professional.course,no,no,telephone,nonexistent,no
49,management,married,university.degree,yes,no,cellular,nonexistent,no
42,entrepreneur,married,university.degree,yes,no,telephone,nonexistent,no
45,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
26,student,single,high.school,yes,no,telephone,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,cellular,nonexistent,no
35,management,married,high.school,yes,no,cellular,nonexistent,no
50,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
44,blue-collar,married,professional.course,no,no,cellular,nonexistent,no
33,technician,married,professional.course,no,no,cellular,nonexistent,no
37,management,single,university.degree,yes,no,cellular,nonexistent,no
24,self-employed,single,unknown,no,yes,cellular,nonexistent,yes
71,retired,married,professional.course,no,no,cellular,nonexistent,yes
41,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
57,services,divorced,high.school,yes,no,telephone,nonexistent,no
32,blue-collar,married,professional.course,yes,no,telephone,nonexistent,no
33,technician,single,high.school,yes,no,cellular,nonexistent,no
48,technician,single,professional.course,yes,no,cellular,nonexistent,no
37,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
33,technician,married,university.degree,yes,no,cellular,nonexistent,no
34,admin.,single,university.degree,no,no,cellular,nonexistent,no
34,admin.,single,university.degree,no,no,cellular,nonexistent,no
32,services,married,high.school,yes,no,telephone,nonexistent,no
48,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
38,blue-collar,divorced,basic.4y,no,no,cellular,nonexistent,no
50,housemaid,single,unknown,no,no,telephone,nonexistent,yes
30,admin.,single,university.degree,yes,yes,telephone,nonexistent,yes
49,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
27,services,single,high.school,yes,no,cellular,nonexistent,no
45,blue-collar,married,basic.9y,unknown,unknown,telephone,nonexistent,no
44,entrepreneur,married,professional.course,no,no,telephone,nonexistent,no
29,admin.,single,high.school,yes,no,cellular,failure,no
33,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
32,services,single,basic.6y,no,no,telephone,nonexistent,no
32,management,married,university.degree,yes,no,cellular,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,nonexistent,no
37,student,married,unknown,yes,no,cellular,nonexistent,no
33,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
45,admin.,married,basic.6y,yes,yes,telephone,nonexistent,no
38,technician,married,professional.course,yes,no,cellular,nonexistent,no
43,services,single,university.degree,yes,no,cellular,nonexistent,no
60,retired,married,high.school,no,no,telephone,nonexistent,no
42,services,married,professional.course,yes,no,telephone,nonexistent,no
25,services,single,high.school,no,no,telephone,nonexistent,no
32,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
31,services,divorced,high.school,yes,no,cellular,nonexistent,no
46,services,divorced,professional.course,yes,no,telephone,nonexistent,no
45,admin.,married,university.degree,yes,no,cellular,nonexistent,no
59,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
33,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
30,student,single,university.degree,no,no,cellular,nonexistent,no
32,blue-collar,married,professional.course,yes,no,telephone,nonexistent,no
49,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
58,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
32,technician,single,university.degree,yes,no,cellular,nonexistent,no
30,admin.,single,university.degree,no,yes,cellular,nonexistent,no
54,retired,married,basic.9y,no,yes,telephone,nonexistent,no
37,admin.,married,university.degree,no,no,cellular,nonexistent,no
56,retired,married,basic.6y,yes,no,cellular,nonexistent,no
48,admin.,divorced,high.school,no,no,telephone,nonexistent,no
42,admin.,married,university.degree,yes,no,cellular,nonexistent,no
31,technician,married,professional.course,no,yes,cellular,nonexistent,yes
33,admin.,married,university.degree,yes,no,cellular,nonexistent,no
34,management,married,high.school,yes,no,cellular,nonexistent,yes
37,blue-collar,single,high.school,no,no,telephone,nonexistent,no
31,admin.,single,basic.9y,no,no,cellular,nonexistent,no
59,services,divorced,basic.6y,yes,no,cellular,failure,no
46,technician,divorced,professional.course,no,no,telephone,nonexistent,no
35,blue-collar,divorced,basic.9y,yes,no,cellular,nonexistent,no
50,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
42,technician,single,unknown,no,no,telephone,nonexistent,no
29,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
46,admin.,married,high.school,yes,yes,telephone,nonexistent,no
25,admin.,married,high.school,no,no,cellular,nonexistent,no
40,services,married,basic.6y,no,no,cellular,nonexistent,no
46,admin.,married,high.school,yes,no,cellular,nonexistent,no
28,technician,single,professional.course,yes,no,cellular,nonexistent,yes
29,technician,single,high.school,no,no,cellular,nonexistent,no
60,retired,married,university.degree,no,no,cellular,nonexistent,no
35,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,failure,no
40,technician,married,professional.course,yes,no,telephone,nonexistent,no
46,management,divorced,basic.4y,no,no,telephone,nonexistent,no
38,admin.,married,university.degree,no,no,cellular,nonexistent,no
25,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
49,services,married,basic.6y,no,yes,cellular,nonexistent,no
28,self-employed,single,professional.course,yes,no,cellular,nonexistent,no
33,management,single,university.degree,no,no,cellular,nonexistent,yes
29,student,single,high.school,no,yes,cellular,failure,no
43,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
43,services,divorced,high.school,no,no,cellular,nonexistent,no
46,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
42,technician,divorced,high.school,yes,no,cellular,failure,no
26,admin.,married,high.school,no,yes,telephone,nonexistent,no
32,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
44,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
26,management,single,university.degree,no,yes,cellular,nonexistent,no
39,admin.,single,high.school,unknown,unknown,cellular,nonexistent,no
33,services,single,high.school,yes,no,telephone,nonexistent,no
30,blue-collar,single,basic.4y,yes,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
46,unknown,married,basic.4y,no,no,telephone,nonexistent,no
33,services,divorced,high.school,yes,no,telephone,nonexistent,no
43,self-employed,married,basic.9y,no,no,telephone,nonexistent,no
41,blue-collar,divorced,unknown,yes,no,cellular,nonexistent,no
34,admin.,married,high.school,no,no,cellular,nonexistent,no
32,services,single,high.school,yes,no,telephone,nonexistent,no
25,admin.,single,basic.9y,yes,no,cellular,nonexistent,no
33,admin.,married,university.degree,no,yes,cellular,nonexistent,no
51,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
36,entrepreneur,married,basic.9y,yes,no,cellular,failure,no
36,admin.,married,university.degree,yes,no,cellular,nonexistent,no
32,admin.,married,high.school,yes,no,telephone,nonexistent,no
38,services,married,high.school,no,no,cellular,nonexistent,yes
28,blue-collar,divorced,basic.9y,yes,yes,cellular,nonexistent,no
38,entrepreneur,married,professional.course,yes,yes,cellular,failure,no
79,retired,married,high.school,unknown,unknown,cellular,failure,no
57,technician,married,professional.course,no,no,cellular,nonexistent,no
54,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
51,management,married,university.degree,no,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,cellular,failure,no
35,management,divorced,university.degree,yes,yes,cellular,success,no
33,services,married,high.school,yes,yes,cellular,nonexistent,no
37,blue-collar,single,high.school,yes,yes,telephone,nonexistent,no
24,services,single,high.school,no,yes,telephone,nonexistent,no
46,admin.,married,high.school,yes,no,cellular,failure,no
40,unemployed,married,professional.course,yes,no,cellular,nonexistent,no
31,admin.,single,high.school,yes,no,cellular,nonexistent,no
20,student,single,high.school,yes,no,cellular,nonexistent,no
29,admin.,single,high.school,no,no,telephone,nonexistent,no
39,admin.,single,high.school,no,no,telephone,nonexistent,no
31,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
40,services,married,high.school,no,no,cellular,failure,no
41,self-employed,married,high.school,unknown,unknown,telephone,nonexistent,no
44,services,married,high.school,no,no,cellular,failure,no
27,student,single,high.school,no,no,cellular,nonexistent,no
35,management,married,university.degree,no,no,cellular,nonexistent,no
41,management,married,university.degree,yes,no,cellular,nonexistent,no
